"","DOMENICK.S.PIZZERIA","X1015.ALLERTON.AVENUE.BRONX.NY.10469","long","lat"
"786","CREPES ON COLUMBUS","990 COLUMBUS AVENUE,MANHATTAN NY,10025",-73.9618311,40.8010518
"787","CREPES N' SALADS","27 SAINT JAMES PL,MANHATTAN NY,10038",-73.9992902,40.7120301
"788","CREPES DU NORD","2655 RICHMOND AVE,STATEN ISLAND NY,10314",-74.1652624,40.5818776
"789","CREPES CELSTES","9015 QUEENS BLVD,QUEENS NY,11373",-73.8705157,40.7344654
"790","CREPES AND DELICES","222 E 86TH ST,MANHATTAN NY,10028",-73.9531059,40.7781432
"791","CREPES & DELICES","124 W 72ND ST,MANHATTAN NY,10023",-73.9798941,40.7775913
"792","CREPERIE","135 LUDLOW STREET,MANHATTAN NY,10002",-73.9883615,40.7203348
"793","CREPERIE","112 MACDOUGAL STREET,MANHATTAN NY,10012",-74.0006102,40.7295978
"794","CREPE SUCRE","52 GANSEVOORT ST,MANHATTAN NY,10014",-74.0070333,40.7392072
"795","CREPE MIX","346 6TH ST,BROOKLYN NY,11215",-73.9845207,40.6707486
"796","CREPE CAFE","1642 LEXINGTON AVE,MANHATTAN NY,10029",-73.947574,40.790915
"797","CREPE 'N' TEARIA","17707 UNION TPKE,QUEENS NY,11366",-73.7905277,40.7262139
"798","CREOLE PLATE","23306 MERRICK BLVD,QUEENS NY,11422",-73.7367665,40.6746256
"799","CREOLE FUSION","11144 SPRINGFIELD BLVD,QUEENS NY,11429",-73.740047,40.705644
"800","CREOLE BUFFET RESTAURANT","144-11 243 STREET,QUEENS NY,11422",-73.739334,40.659853
"801","CREOLE BUFFET","21507 JAMAICA AVE,QUEENS NY,11428",-73.7405309,40.717367
"802","CREMA BK","182 DRIGGS AVE,BROOKLYN NY,11222",-73.9456907,40.7230549
"803","CREMA","111 WEST   17 STREET,MANHATTAN NY,10011",-73.9960065,40.7396931
"804","CREDIT SUISSE/SMALL CHANGE CAFE","1 MADISON AVENUE,MANHATTAN NY,10010",-73.987448,40.7411107
"805","CREDIT SUISSE B-2= CAFE","11 MADISON AVENUE,MANHATTAN NY,10010",-73.9872515,40.7415724
"806","CREDIT SUISSE (Executive dining)","11 MADISON AVE,MANHATTAN NY,10010",-73.9872515,40.7415724
"807","CREDIT SUISSE","1 MADISON AVENUE,MANHATTAN NY,10010",-73.987448,40.7411107
"808","CREDIT AGRICOLE-CBI EXECUTIVE ROOM","1301 AVENUE OF THE AMERICAS,MANHATTAN NY,10019",-73.9800317,40.7617895
"809","CREDIT AGRICOLE","1301 AVENUE OF THE AMERICAS,MANHATTAN NY,10019",-73.9800317,40.7617895
"810","CREATIVE JUICES","54 MURRAY ST,MANHATTAN NY,10007",-74.0100543,40.7141901
"811","CREATIVE JUICE","1 PARK AVE,MANHATTAN NY,10016",-73.9815032,40.7458821
"812","CREATIVE EDGE CATERERS","110 BARROW STREET,MANHATTAN NY,10014",-74.008558,40.732037
"813","CREATIVE CONCEPTS NYC","3513 VERNON BOULEVARD,QUEENS NY,11106",-73.941361,40.763203
"814","CREATIVE CAKES","400 EAST   74 STREET,MANHATTAN NY,10021",-73.9546917,40.7688396
"815","CREATE","3603 30 AVENUE,QUEENS NY,11103",-73.9170544,40.7650842
"816","Cream","7210 3RD AVE,BROOKLYN NY,11209",-74.0272694,40.6332597
"817","CRC CAFE","1248 YORK AVENUE,MANHATTAN NY,10065",-73.9560511,40.763681
"818","CRAZY WILLYS BAR","11710 JAMAICA AVE,QUEENS NY,11418",-73.832158,40.6994615
"819","CRAWFORDS","19421944 CONEY ISLAND AVENUE,BROOKLYN NY,11223",-73.9611846,40.5982958
"820","CRAVE SANDWICHES","1120 AVENUE OF THE AMERICAS,MANHATTAN NY,10036",-73.982849,40.755606
"821","CRAVE IT","545 6TH AVE,MANHATTAN NY,10011",-73.9967425,40.7379574
"822","CRAVE FISH BAR","945 2 AVENUE,MANHATTAN NY,10022",-73.9686887,40.7551289
"823","CRAVE FISH BAR","428 AMSTERDAM AVE,MANHATTAN NY,10024",-73.9778554,40.7842998
"824","CRAVE","2855 36 STREET,QUEENS NY,11103",-73.9170328,40.7652343
"825","CRAVE","386 CANAL ST,MANHATTAN NY,10013",-74.00495,40.7212937
"826","CRAVATH CAFE","825 8 AVENUE,MANHATTAN NY,10019",-73.986943,40.7622227
"827","CRANBERRY'S","48 HENRY STREET,BROOKLYN NY,11201",-73.9922027,40.6995884
"828","CRANBERRY CAFE","115 WEST   45 STREET,MANHATTAN NY,10036",-73.9834014,40.7573065
"829","CRANBERRY","2802 42ND ROAD,QUEENS NY,11101",-73.9396132,40.7489035
"830","CRAFTBAR","900 BROADWAY,MANHATTAN NY,10003",-73.9895118,40.7388488
"831","CRAFT HOUSE INC","60 VAN DUZER ST,STATEN ISLAND NY,10301",-74.0775404,40.6364142
"832","CRAFT","4347 EAST   19 STREET,MANHATTAN NY,10003",-73.9865473,40.737027
"833","CRAB SPOT RESTAURANT","833 UNION STREET,BROOKLYN NY,11215",-73.9763176,40.6748137
"834","CRAB SHANTY","361 CITY ISLAND AVE,BRONX NY,10464",-73.7872819,40.8486231
"835","CR SALUD NATURAL Y MULTISERVICIOS","4 EAST TREMONT AVENUE,BRONX NY,10453",-73.909008,40.8515313
"836","CPS EVENTS AT THE PLAZA","768 5 AVENUE,MANHATTAN NY,10019",-73.9743547,40.7646095
"837","COZZI PIZZA","584 BROADWAY,BROOKLYN NY,11206",-73.9475852,40.7037007
"838","COZY SOUP & BURGER","739 BROADWAY,MANHATTAN NY,10003",-73.993406,40.730003
"839","COZY DINER & CAFE","1409 150 STREET,QUEENS NY,11357",-73.8133013,40.7876332
"840","COZY COTTAGE RESTAURANT","4105 BOSTON ROAD,BRONX NY,10466",-73.8276671,40.88635
"841","COZY CORNER/CHICKEN LOVER","1161 2 AVENUE,MANHATTAN NY,10065",-73.963585,40.762102
"842","COZY CORNER BAR & RESTAURANT","6001 70 AVENUE,QUEENS NY,11385",-73.8988703,40.7017263
"843","COZY CAFE","43 EAST 1 STREET,MANHATTAN NY,10003",-73.9900233,40.7237251
"844","COZY BOWL LOUNGE","9818 ROCKAWAY BOULEVARD,QUEENS NY,11417",-73.8402003,40.6796014
"845","COYOTE UGLY","153 FIRST AVENUE,MANHATTAN NY,10003",-73.9849149,40.728562
"846","COYOTE BOHEMIO","5519 MYRTLE AVENUE,QUEENS NY,11385",-73.8909419,40.7011128
"847","COWGIRL SEAHORSE","259 FRONT STREET,MANHATTAN NY,10038",-74.0004592,40.7081018
"848","COWGIRL HALL OF FAME","519 HUDSON STREET,MANHATTAN NY,10014",-74.006606,40.733932
"849","COVO","701 WEST  135 STREET,MANHATTAN NY,10031",-73.9578775,40.8216314
"850","COVINGTON & BURLING","620 8 AVENUE,MANHATTAN NY,10018",-73.9901119,40.7560866
"851","COVERT COFFEE","1643 BROADWAY,BROOKLYN NY,11207",-73.9138901,40.6848709
"852","Covenhoven","730 CLASSON AVE,BROOKLYN NY,11238",-73.960244,40.675246
"853","COVE LOUNGE","325 LENOX AVENUE,MANHATTAN NY,10027",-73.9449156,40.8086992
"854","COUSINS NYC","1514 1ST AVE,MANHATTAN NY,10075",-73.9523255,40.7723952
"855","COUSIN'S PIZZA RESTAURANT","4553 ARTHUR KILL ROAD,STATEN ISLAND NY,10309",-74.2395029,40.5320504
"856","COUSIN'S DELI RESTAURANT","4102 3 AVENUE,BROOKLYN NY,11232",-74.0098193,40.6528554
"857","COUSIN JOHN'S CAFE AND BAKERY","70 7 AVENUE,BROOKLYN NY,11217",-73.9751018,40.675438
"858","COURTYARD MARRIOTT/TABLE 181 SOHO","181 VARICK STREET,MANHATTAN NY,10014",-74.0058074,40.7275481
"859","Courtyard by Marriott Manhattan Chelsea","135 W 30TH ST,MANHATTAN NY,10001",-73.9911923,40.7482231
"860","COURTYARD BY MARRIOTT","14511 NORTH CONDUIT AVENUE,QUEENS NY,11436",-73.7942022,40.6672795
"861","COURTSIDE LOUNGE SPORTS BAR","69-08 MYRTLE AVENUE,QUEENS NY,11385",-73.88238,40.701578
"862","COURTSIDE CAFE","1 RANDALLS ISLAND,MANHATTAN NY,10035",-73.9195405,40.7930554
"863","COURTNEY'S ROTISSERIE & GRILL","2175 RALPH AVENUE,BROOKLYN NY,11234",-73.9168114,40.6264799
"864","COURTHOUSE DELI","8840 SUTPHIN BOULEVARD,QUEENS NY,11435",-73.8091303,40.7039836
"865","COURT STREET GROCERS HERO SHOP","116 SULLIVAN STREET,BROOKLYN NY,11231",-74.0130185,40.6785532
"866","COURT STREET GROCERS","600 11 AVENUE,MANHATTAN NY,10036",-73.9967579,40.7623377
"867","COURT STREET GROCERS","485 COURT STREET,BROOKLYN NY,11231",-73.9985949,40.6761901
"868","COURT STREET GROCER'S LAGUARDIA PLACE","540 LAGUARDIA PL,MANHATTAN NY,10012",-73.9986052,40.7288985
"869","COURT STREET BAGELS","181 COURT STREET,BROOKLYN NY,11201",-73.992918,40.6880008
"870","COURT SQUARE DINER","4530 23 STREET,QUEENS NY,11101",-73.945861,40.7460866
"871","COURT PASTRY SHOP","298 COURT STREET,BROOKLYN NY,11231",-73.9953245,40.6840479
"872","COURT ORDER","52 COURT STREET,BROOKLYN NY,11201",-73.9913623,40.692308
"873","COURT DELI RESTAURANT","96 EAST  161 STREET,BRONX NY,10451",-73.9244796,40.8270316
"874","COUNTY COFFEE & CANTINA","34 EAST   20 STREET,MANHATTAN NY,10003",-73.9887968,40.738544
"875","COUNTRY THYME CUISINE","1455 EAST  222 STREET,BRONX NY,10469",-73.8376475,40.8769356
"876","COUNTRY TASTE","14594 GUY R BREWER BLVD,QUEENS NY,11434",-73.7686077,40.6633609
"877","COUNTRY SPICE","884 RUTLAND RD,BROOKLYN NY,11203",-73.930085,40.660438
"878","COUNTRY HEART COOKING","202-20 ROCKAWAY POINT BOULEVARD,QUEENS NY,11697",-73.8864821,40.5666985
"879","COUNTRY DONUTS","4357 AMBOY ROAD,STATEN ISLAND NY,10312",-74.160657,40.5452931
"880","COUNTRY DONUTS","3235 RICHMOND AVENUE,STATEN ISLAND NY,10312",-74.1688867,40.5604033
"881","COUNTRY BOYZ JERK YARD RESTAURANT","1182 EAST GUNHILL ROAD,BRONX NY,10469",-73.8528374,40.8728356
"882","COUNTRY BAY PIZZERIA","3233 AMPERE AVE,BRONX NY,10465",-73.8195235,40.8463458
"883","COULEUR CAFE","435 7 AVENUE,BROOKLYN NY,11215",-73.9841733,40.6633091
"884","COTTON CLUB","664 WEST  125 STREET,MANHATTAN NY,10027",-73.9604348,40.8180461
"885","COTTO MARKET-GATE C30","0 LAGUARDIA AIRPORT,QUEENS NY,11371",-73.8739659,40.7769271
"886","COTTO","0 LAGUARDIA AIRPORT,QUEENS NY,11369",-73.8739659,40.7769271
"887","COTTA BENE","291 3 AVENUE,BROOKLYN NY,11215",-73.986193,40.676873
"888","COTTA","513 COLUMBUS AVENUE,MANHATTAN NY,10024",-73.9726086,40.7855227
"889","Cotenna","21 BEDFORD ST,MANHATTAN NY,10014",-74.0036561,40.7290059
"890","COSTATA","206 SPRING STREET,MANHATTAN NY,10012",-74.0037975,40.7251954
"891","COSTAS","30 W 35TH ST,MANHATTAN NY,10001",-73.9857908,40.7495505
"892","COSTA VERDE","9459 CORONA AVENUE,QUEENS NY,11373",-73.86788,40.742343
"893","COSTA BRAVA RESTAURANT","6316 BROADWAY,QUEENS NY,11377",-73.8987629,40.7495777
"894","COSMOS RESTAURANT","726 EAST TREMONT AVENUE,BRONX NY,10457",-73.8903137,40.8448267
"895","COSMIC DINER","888 8 AVENUE,MANHATTAN NY,10019",-73.9846917,40.7637495
"896","COSME","35 E 21ST ST,MANHATTAN NY,10010",-73.9883646,40.7395986
"897","COSITAS RICAS","7919 ROOSEVELT AVENUE,QUEENS NY,11372",-73.8799032,40.7480787
"898","COSINITA","730 ASTOR AVE,BRONX NY,10467",-73.8662492,40.8593656
"899","COSI","685 3 AVENUE,MANHATTAN NY,10017",-73.9733374,40.7514179
"900","COSI","700 6 AVENUE,MANHATTAN NY,10010",-73.9931505,40.7423872
"901","COSI","498 7 AVENUE,MANHATTAN NY,10018",-73.989662,40.7527648
"902","COSI","55 BROAD STREET,MANHATTAN NY,10004",-74.0108765,40.7052927
"903","COSI","1633 BROADWAY,MANHATTAN NY,10019",-73.9846411,40.7621098
"904","COSI","53 EAST    8 STREET,MANHATTAN NY,10003",-73.9936124,40.7312238
"905","COSI","38 EAST   45 STREET,MANHATTAN NY,10017",-73.9776539,40.7545117
"906","COSI","60 EAST   56 STREET,MANHATTAN NY,10022",-73.9723189,40.7611766
"907","COSI","441 EAST FORDHAM ROAD,BRONX NY,10458",-73.8892354,40.8612275
"908","COSI","461 PARK AVENUE SOUTH,MANHATTAN NY,10016",-73.9823169,40.7451963
"909","COSI","61 WEST   48 STREET,MANHATTAN NY,10020",-73.9807455,40.7585161
"910","CORTE CAFE","2 LAFAYETTE STREET,MANHATTAN NY,10007",-74.0038668,40.7141052
"911","CORT THEATRE","138 WEST   48 STREET,MANHATTAN NY,10036",-73.9830688,40.7591165
"912","CORSO COFFEE","537 W 27TH ST,MANHATTAN NY,10001",-74.0040123,40.7511032
"913","CORSO COFFEE","235 WEST   46 STREET,MANHATTAN NY,10036",-73.986987,40.759642
"914","CORRADO BREAD AND PASTRY","960 LEXINGTON AVENUE,MANHATTAN NY,10021",-73.9633237,40.7693226
"915","CORRADO BREAD & PASTRY SHOP","833 LEXINGTON AVE,MANHATTAN NY,10065",-73.9658839,40.7649689
"916","CORONA RESTAURANT","5421 5TH AVE,BROOKLYN NY,11220",-74.0129094,40.6423412
"917","CORONA PIZZA","5123 108 STREET,QUEENS NY,11368",-73.8548437,40.7434575
"918","CORONA PIZZA","658 ROGERS AVENUE,BROOKLYN NY,11226",-73.9532759,40.6554035
"919","CORONA PARK CAFE","000 EDERLE TERRACE FLUSHING MEADOW CORONA PK,QUEENS NY,11368",-73.8422911,40.7398082
"920","CORONA PARK CAFE","12500 NORTHERN BLVD,QUEENS NY,11368",-73.8496466,40.7589532
"921","CORONA GYRO","4012 104 STREET,QUEENS NY,11368",-73.8616609,40.7494425
"922","CORONA FIESTA LATINA","10230 43RD AVE,QUEENS NY,11368",-73.861686,40.747261
"923","CORNERSTYLE","1195 WALTON AVENUE,BRONX NY,10452",-73.9198364,40.8348717
"924","CORNERSTONE TAVERN/THE STAG'S HEAD","961 2 AVENUE,MANHATTAN NY,10022",-73.9683794,40.7555027
"925","CORNERSTONE CAFE","17 AVENUE B,MANHATTAN NY,10009",-73.9832026,40.7220197
"926","CORNERSTONE","327 GREENWICH ST,MANHATTAN NY,10013",-74.0103305,40.7176332
"927","CORNER TAVERNA","2602 23 AVENUE,QUEENS NY,11105",-73.9159222,40.7763393
"928","CORNER SOCIAL","321 LENOX AVENUE,MANHATTAN NY,10027",-73.9450157,40.8085731
"929","CORNER OF VERMONT","374 5TH AVE,BROOKLYN NY,11215",-73.9847934,40.6713547
"930","CORNER GRIND","1183 BEDFORD AVE,BROOKLYN NY,11216",-73.9534738,40.682984
"931","CORNER GOURMET II","66 WEST BROADWAY,MANHATTAN NY,10007",-74.0101184,40.7146828
"932","CORNER DONUT COFFEE SHOP","1933 MOTT AVENUE,QUEENS NY,11691",-73.7538651,40.6047382
"933","CORNER CAFE AND BAKERY","1645-1651 THIRD AVENUE,MANHATTAN NY,10128",-73.9506841,40.7828262
"934","CORNER CAFE & BAKERY","1246 MADISON AVENUE,MANHATTAN NY,10128",-73.9574042,40.7832449
"935","CORNER CAFE","2518 BROADWAY,MANHATTAN NY,10025",-73.9725346,40.7931444
"936","CORNER CAFE","2 DITMAS AVE,BROOKLYN NY,11218",-73.9788002,40.6352978
"937","CORNER BISTRO","4718 VERNON BOULEVARD,QUEENS NY,11101",-73.9536191,40.7449624
"938","CORNER BISTRO","331 WEST    4 STREET,MANHATTAN NY,10014",-74.0037823,40.7380122
"939","CORNER 28 & TBAAR","13524 40TH RD,QUEENS NY,11354",-73.830645,40.758496
"940","CORKY'S DINER","2535 GRAND CONCOURSE,BRONX NY,10468",-73.8969303,40.8634594
"941","CORKBUZZ WINEBAR CHELSEA MARKET","75 9TH AVE,MANHATTAN NY,10011",-74.0060838,40.7425547
"942","CORKBUZZ WINE STUDIO","13 EAST   13 STREET,MANHATTAN NY,10003",-73.9931414,40.7350747
"943","CORK 'N FORK","186 AVENUE A,MANHATTAN NY,10009",-73.9812623,40.728807
"944","CORFU GRILL","7017 AUSTIN STREET,QUEENS NY,11375",-73.8462392,40.7209094
"945","CORCHO WINE ROOM","227 DYCKMAN STREET,MANHATTAN NY,10034",-73.9275851,40.8660953
"946","CORBET AND CONLEY","188 3 AVENUE,MANHATTAN NY,10003",-73.986036,40.735433
"947","CORBET & CONLEY","333 E 23RD STREET,MANHATTAN NY,10010",-73.9792143,40.7374827
"948","CORAZON LATINO","13840 84 DRIVE,QUEENS NY,11435",-73.8181199,40.7090467
"949","CORATO PIZZA II","6091 MYRTLE AVENUE,QUEENS NY,11385",-73.8909029,40.7011156
"950","CORATO I PIZZA & RESTAURANT","6694 FRESH POND ROAD,QUEENS NY,11385",-73.8950749,40.7021784
"951","CORAL DINER","3801 BROADWAY,MANHATTAN NY,10032",-73.9445955,40.8349373
"952","CORADO BREAD & PASTRY","1361 LEXINGTON AVE,MANHATTAN NY,10128",-73.953428,40.7821805
"953","COPPOLA'S PIZZERIA","13212 14 AVENUE,QUEENS NY,11356",-73.8359666,40.7862728
"954","COPPOLA'S","378 3 AVENUE,MANHATTAN NY,10016",-73.9815389,40.7416585
"955","COPPOLA'S","206 WEST   79 STREET,MANHATTAN NY,10024",-73.9789685,40.7831435
"956","COPPER KETTLE KITCHEN","1471 2ND AVE,MANHATTAN NY,10075",-73.95652,40.771876
"957","COPPER KETTLE","5024 SKILLMAN AVENUE,QUEENS NY,11377",-73.9135648,40.7458604
"958","COPPER CHIMNEY","126 EAST   28 STREET,MANHATTAN NY,10016",-73.983065,40.7426487
"959","COPPER AND OAK","157 ALLEN ST,MANHATTAN NY,10002",-73.9898944,40.7210779
"960","COPPELIA CUBAN LUNCHEONETTE","207 WEST   14 STREET,MANHATTAN NY,10011",-73.9999672,40.7389412
"961","COPACABANA PIZZA & GRILL","3113 36 AVENUE,QUEENS NY,11106",-73.9290922,40.7564211
"962","COPACABANA","760766 8 AVENUE,MANHATTAN NY,10036",-73.9888398,40.7585406
"963","COOYAH","3563 BOSTON ROAD,BRONX NY,10469",-73.844572,40.8784594
"964","COOPERS CRAFT AND KITCHEN","169 8TH AVE,MANHATTAN NY,10011",-74.0007849,40.7426947
"965","COOPER'S CRAFT & KITCHEN","87 2 AVENUE,MANHATTAN NY,10003",-73.989202,40.72705
"966","COOPER TOWN DINER","339 1 AVENUE,MANHATTAN NY,10003",-73.9803349,40.7349263
"967","COOLER RUNNINGS JAMAICAN RESTAURANT","1802 NEREID AVENUE,BRONX NY,10466",-73.8502397,40.8980842
"968","COOL ZONE","2300 SOUTHERN BOULEVARD,BRONX NY,10460",-73.8786113,40.8502883
"969","COOL ICE","1872 VICTORY BOULEVARD,STATEN ISLAND NY,10314",-74.126328,40.612596
"970","COOL FRESH JUICE BAR","2661 BROADWAY,MANHATTAN NY,10025",-73.9696649,40.7981289
"971","COOKUNITY","1 KNICKERBOCKER AVE,BROOKLYN NY,11237",-73.9316836,40.7077329
"972","COOKIEROAD","94 FRANKLIN STREET,BROOKLYN NY,11222",-73.9570596,40.7278784
"973","COOKIE'S LOUNGE","13208 CROSSBAY BOULEVARD,QUEENS NY,11417",-73.8441198,40.6764737
"974","COOKIE PARTY(@TOY ''R'' US)","1514 BROADWAY,MANHATTAN NY,10036",-73.9852816,40.7574125
"975","COOKIE JAR","1226 FOREST AVENUE,STATEN ISLAND NY,10310",-74.1306128,40.6261677
"976","COOKIE DO","737 2ND AVE,MANHATTAN NY,10016",-73.9736178,40.7483104
"977","COOGAN'S","4015 BROADWAY,MANHATTAN NY,10032",-73.939728,40.841687
"978","CONWAY BBQ","13620 ROOSEVELT AVENUE,QUEENS NY,11354",-73.8290939,40.759362
"979","CONVIVIUM OSTERIA","68 5 AVENUE,BROOKLYN NY,11217",-73.9775281,40.6810636
"980","CONVENE AT 32 OLD SLIP","32 OLD SLIP,MANHATTAN NY,10005",-74.0077157,40.7037373
"981","CONVENE","101 PARK AVE,MANHATTAN NY,10178",-73.9784758,40.7507848
"982","CONTRADA","84 EAST    4 STREET,MANHATTAN NY,10003",-73.9897577,40.7261931
"983","CONTRA","138 ORCHARD ST,MANHATTAN NY,10002",-73.9890892,40.7198938
"984","CONTINENTAL LUNCHEONETTE & DELI","10403 METROPOLITAN AVENUE,QUEENS NY,11375",-73.848705,40.710323
"985","CONTINENTAL","25 3 AVENUE,MANHATTAN NY,10003",-73.989493,40.729617
"986","CONTI'S PASTRY SHOPPE","786 MORRIS PARK AVE,BRONX NY,10462",-73.8627729,40.8456795
"987","CONSTANTINES DELI","20510 48 AVENUE,QUEENS NY,11364",-73.7691182,40.7552715
"988","CONSTANTINE RESTAURANT AND BAR","457 39TH ST,BROOKLYN NY,11232",-74.0046883,40.6517581
"989","CONSTANT SPRING RESTAURANT","1344 EAST GUN HILL RD,BRONX NY,10469",-73.846759,40.8705556
"990","CONSOLATION RESIDENCE","3103 ARLINGTON AVENUE,BRONX NY,10463",-73.913619,40.883266
"991","CONRAD NEW YORK MAIN KITCHEN","102 NORTH END AVENUE,MANHATTAN NY,10282",-74.0152218,40.7150015
"992","CONRAD FAMOUS BAKERY","299 UTICA AVENUE,BROOKLYN NY,11213",-73.9311975,40.6677896
"993","CONNOLLY'S PUB","14 EAST   47 STREET,MANHATTAN NY,10017",-73.9778118,40.7561728
"994","CONNOLLY'S PUB","43 WEST   54 STREET,MANHATTAN NY,10019",-73.9775297,40.7621597
"995","CONNOLLY'S CORNER","7115 GRAND AVENUE,QUEENS NY,11378",-73.891884,40.7282749
"996","CONNOLLY'S","155 BEACH   95 STREET,QUEENS NY,11693",-73.8167573,40.5843749
"997","CONNOLLY'S","121 WEST   45 STREET,MANHATTAN NY,10036",-73.9835782,40.7573628
"998","CONNIE'S PIZZERIA","3845 NOSTRAND AVENUE,BROOKLYN NY,11235",-73.9398003,40.5900915
"999","CONNIE'S DELI","240 EAST  204 STREET,BRONX NY,10458",-73.884648,40.8740931
"1000","CONNIE O'S","158 NORMAN AVENUE,BROOKLYN NY,11222",-73.9480462,40.7264944
"1001","CONNECTICUT MUFFIN","171 7 AVENUE,BROOKLYN NY,11215",-73.9772878,40.671776
"1002","CONNECTICUT MUFFIN","1106 CORTELYOU ROAD,BROOKLYN NY,11218",-73.9675615,40.6395688
"1003","CONNECTICUT MUFFIN","423 MYRTLE AVENUE,BROOKLYN NY,11205",-73.9685272,40.6932801
"1004","CONNECTICUT MUFFIN","615 NOSTRAND AVENUE,BROOKLYN NY,11216",-73.949653,40.675919
"1005","CONNECTICUT MUFFIN","206 PROSPECT PARK WEST,BROOKLYN NY,11215",-73.9804412,40.660694
"1006","CONGRESS","208 COURT ST,BROOKLYN NY,11201",-73.9938927,40.6869224
"1007","CONGEE VILLAGE","100 ALLEN ST,MANHATTAN NY,10002",-73.9903624,40.718678
"1008","CONGEE RESTAURANT","207 BOWERY,MANHATTAN NY,10002",-73.9932758,40.7212333
"1009","CONGEE BOWERY RESTAURANT","207 BOWERY,MANHATTAN NY,10002",-73.9932758,40.7212333
"1010","CONG LY RESTAURANT","124 HESTER STREET,MANHATTAN NY,10002",-73.9946948,40.7168935
"1011","CONFESSIONAL","308 EAST    6 STREET,MANHATTAN NY,10003",-73.9880779,40.7269931
"1012","CONEY'S CONES","1023 BOARDWALK W,BROOKLYN NY,11224",-73.9795453,40.573217
"1013","CONEY ISLAND TASTE","2580 CONEY ISLAND AVENUE,BROOKLYN NY,11223",-73.9611473,40.5939416
"1014","CONES CAFE AND WATERMARK BAR & LOUNGE","78 SOUTH STREET,MANHATTAN NY,10038",-74.0047475,40.7054793
"1015","CONES","272 BLEECKER STREET,MANHATTAN NY,10014",-74.0033876,40.7315604
"1016","CONEJA JUICE BAR","176 E 174TH ST,BRONX NY,10457",-73.9088054,40.8447072
"1017","CONDE NAST CONFERENCE CENTER","1 WORLD TRADE CENTER,MANHATTAN NY,10007",-74.013169,40.713008
"1018","CONDE NAST","1 WORLD TRADE CENTER,MANHATTAN NY,10048",-74.0131606,40.7129485
"1019","CONCRETE RESTAURANT","320 WEST   37 STREET,MANHATTAN NY,10018",-73.9933476,40.7544001
"1020","CONCOURSE MULTIPLEX CINEMAS","214 EAST  161 STREET,BRONX NY,10451",-73.9211014,40.8251389
"1021","CONCOURSE JAMAICAN BAKERY","252 EAST  167 STREET,BRONX NY,10456",-73.9149362,40.8333583
"1022","CONCORDE ROOM","59 JFK AIRPORT PLC,QUEENS NY,11430",-73.7889689,40.6433507
"1023","CONCORD HILL RESTAURANT","374 GRAHAM AVE,BROOKLYN NY,11211",-73.9443396,40.7155768
"1024","CONCORD GARDEN RESTAURANT","990 AMSTERDAM AVENUE,MANHATTAN NY,10025",-73.964595,40.8023487
"1025","CONCON CAFE","573 COLUMBUS AVE,MANHATTAN NY,10024",-73.9711298,40.7875139
"1026","CONCESSIONS Stand GAC","126 ROOSEVELT AVENUE,QUEENS NY,11368",-73.8509772,40.7529862
"1027","CONCESSION STAND 150","1904 SURF AVENUE,BROOKLYN NY,11224",-73.9844943,40.5748057
"1028","CONCESSION # 110","1904 SURF AVENUE,BROOKLYN NY,11224",-73.9844943,40.5748057
"1029","CON SABOR LATINO RESTAURANT","3652 BAILEY AVE,BRONX NY,10463",-73.8979667,40.8838433
"1030","CON SABOR","1520 COLLEGE POINT BLVD,QUEENS NY,11356",-73.8459796,40.7836254
"1031","CON EDISON/ THE LEARNING CENTER","4382 VERNON BOULEVARD,QUEENS NY,11101",-73.9526217,40.7512449
"1032","CON EDISON CAFETERIA","4 IRVING PLACE,MANHATTAN NY,10003",-73.9878827,40.7340649
"1033","COMPLETE BODY & SPA","301 EAST   57 STREET,MANHATTAN NY,10022",-73.9646707,40.7593798
"1034","COMPLETE BODY & SPA","22 WEST   19 STREET,MANHATTAN NY,10011",-73.9928961,40.7393587
"1035","COMPLETE BODY","10 HANOVER SQUARE,MANHATTAN NY,10005",-74.0089036,40.7045906
"1036","COMPANY CATERED EVENTS","537 EDGECOMBE AVE,MANHATTAN NY,10032",-73.9394804,40.8332809
"1037","COMPANY","230 9 AVENUE,MANHATTAN NY,10001",-74.0005178,40.7471561
"1038","COMPADRES MEXICAN FOOD","9221 LIBERTY AVE,QUEENS NY,11417",-73.8433618,40.6805712
"1039","COMODO","58 MACDOUGAL STREET,MANHATTAN NY,10012",-74.002402,40.7275984
"1040","COMO PIZZA","4035 BROADWAY,MANHATTAN NY,10032",-73.9395182,40.8422945
"1041","COMMUNITY FOOD AND JUICE","2893 BROADWAY,MANHATTAN NY,10025",-73.9657626,40.8059633
"1042","COMMUNITY 54","186 AVENUE B,MANHATTAN NY,10009",-73.9793944,40.7278696
"1043","COMMUNITEA","1118 46TH RD,QUEENS NY,11101",-73.9501815,40.7454521
"1044","COMMUNAL OVEN & EARTH","141 WEST   72 STREET,MANHATTAN NY,10023",-73.980098,40.778275
"1045","COMMONWEALTH","497 5 AVENUE,BROOKLYN NY,11215",-73.9876636,40.6671796
"1046","COMMONS CAFE","388 ATLANTIC AVE,BROOKLYN NY,11217",-73.9855868,40.6869154
"1047","COMMONS CAFE","2 TELEPORT DRIVE,STATEN ISLAND NY,10311",-74.179561,40.606198
"1048","COMMON GROUND","206 AVENUE A,MANHATTAN NY,10009",-73.9807364,40.7294345
"1049","COMMA CAFE","16227 DEPOT RD,QUEENS NY,11358",-73.8028663,40.7621413
